Request id,Pickup point,Driver id,Status,Request,timestamp,Drop,timestamp
3350,City,0,No Cars Available,13-07-16,1:17:00 PM,NA,
3356,Airport,0,No Cars Available,13-07-16,1:32:00 PM,NA,
3361,City,0,No Cars Available,13-07-16,1:32:00 PM,NA,
3364,Airport,0,No Cars Available,13-07-16,1:41:00 PM,NA,
3368,City,0,No Cars Available,13-07-16,1:53:00 PM,NA,
3371,City,0,No Cars Available,13-07-16,2:02:00 PM,NA,
3373,City,0,No Cars Available,13-07-16,2:06:00 PM,NA,
3374,City,0,No Cars Available,13-07-16,2:13:00 PM,NA,
3376,Airport,0,No Cars Available,13-07-16,2:18:00 PM,NA,
3386,Airport,0,No Cars Available,13-07-16,2:39:00 PM,NA,
3389,City,0,No Cars Available,13-07-16,2:39:00 PM,NA,
3390,Airport,0,No Cars Available,13-07-16,2:40:00 PM,NA,
3398,City,0,No Cars Available,13-07-16,3:12:00 PM,NA,
3401,City,0,No Cars Available,13-07-16,3:11:00 PM,NA,
3402,Airport,0,No Cars Available,13-07-16,3:12:00 PM,NA,
3406,Airport,0,No Cars Available,13-07-16,3:20:00 PM,NA,
3409,City,0,No Cars Available,13-07-16,3:25:00 PM,NA,
3410,Airport,0,No Cars Available,13-07-16,3:24:00 PM,NA,
3417,City,0,No Cars Available,13-07-16,3:41:00 PM,NA,
3426,City,0,No Cars Available,13-07-16,3:56:00 PM,NA,
3435,City,0,No Cars Available,13-07-16,4:07:00 PM,NA,
3439,City,0,No Cars Available,13-07-16,4:19:00 PM,NA,
3442,City,0,No Cars Available,13-07-16,4:29:00 PM,NA,
3443,City,0,No Cars Available,13-07-16,4:35:00 PM,NA,
3447,City,0,No Cars Available,13-07-16,4:42:00 PM,NA,
3463,Airport,0,No Cars Available,13-07-16,5:08:00 PM,NA,
3464,Airport,0,No Cars Available,13-07-16,5:11:00 PM,NA,
3467,Airport,0,No Cars Available,13-07-16,5:19:00 PM,NA,
3470,Airport,0,No Cars Available,13-07-16,5:15:00 PM,NA,
3473,Airport,0,No Cars Available,13-07-16,5:13:00 PM,NA,
3474,Airport,0,No Cars Available,13-07-16,5:18:00 PM,NA,
3476,Airport,0,No Cars Available,13-07-16,5:23:00 PM,NA,
3479,Airport,0,No Cars Available,13-07-16,5:20:00 PM,NA,
3480,Airport,0,No Cars Available,13-07-16,5:29:00 PM,NA,
3481,Airport,0,No Cars Available,13-07-16,5:20:00 PM,NA,
3484,City,0,No Cars Available,13-07-16,5:25:00 PM,NA,
3487,Airport,0,No Cars Available,13-07-16,5:20:00 PM,NA,
3488,Airport,0,No Cars Available,13-07-16,5:27:00 PM,NA,
3489,Airport,0,No Cars Available,13-07-16,5:31:00 PM,NA,
3490,Airport,0,No Cars Available,13-07-16,5:27:00 PM,NA,
3491,Airport,0,No Cars Available,13-07-16,5:27:00 PM,NA,
3492,Airport,0,No Cars Available,13-07-16,5:29:00 PM,NA,
3493,Airport,0,No Cars Available,13-07-16,5:28:00 PM,NA,
3494,Airport,0,No Cars Available,13-07-16,5:33:00 PM,NA,
3501,Airport,0,No Cars Available,13-07-16,5:36:00 PM,NA,
3502,Airport,0,No Cars Available,13-07-16,5:32:00 PM,NA,
3503,Airport,0,No Cars Available,13-07-16,5:38:00 PM,NA,
3504,Airport,0,No Cars Available,13-07-16,5:41:00 PM,NA,
3509,Airport,0,No Cars Available,13-07-16,5:39:00 PM,NA,
3512,Airport,0,No Cars Available,13-07-16,5:41:00 PM,NA,
3513,Airport,0,No Cars Available,13-07-16,5:42:00 PM,NA,
3515,Airport,0,No Cars Available,13-07-16,5:42:00 PM,NA,
3516,Airport,0,No Cars Available,13-07-16,5:41:00 PM,NA,
3519,Airport,0,No Cars Available,13-07-16,5:41:00 PM,NA,
3521,Airport,0,No Cars Available,13-07-16,5:45:00 PM,NA,
3522,Airport,0,No Cars Available,13-07-16,5:49:00 PM,NA,
3526,Airport,0,No Cars Available,13-07-16,5:48:00 PM,NA,
3527,Airport,0,No Cars Available,13-07-16,5:46:00 PM,NA,
3531,Airport,0,No Cars Available,13-07-16,5:57:00 PM,NA,
3532,Airport,0,No Cars Available,13-07-16,5:57:00 PM,NA,
3533,Airport,0,No Cars Available,13-07-16,5:56:00 PM,NA,
3534,Airport,0,No Cars Available,13-07-16,5:51:00 PM,NA,
3535,Airport,0,No Cars Available,13-07-16,5:56:00 PM,NA,
3536,Airport,0,No Cars Available,13-07-16,5:51:00 PM,NA,
3537,Airport,0,No Cars Available,13-07-16,5:55:00 PM,NA,
3538,Airport,0,No Cars Available,13-07-16,5:58:00 PM,NA,
3539,Airport,0,No Cars Available,13-07-16,6:02:00 PM,NA,
3542,Airport,0,No Cars Available,13-07-16,6:05:00 PM,NA,
3543,Airport,0,No Cars Available,13-07-16,5:59:00 PM,NA,
3547,Airport,0,No Cars Available,13-07-16,5:57:00 PM,NA,
3550,Airport,0,No Cars Available,13-07-16,6:10:00 PM,NA,
3551,Airport,0,No Cars Available,13-07-16,6:10:00 PM,NA,
3553,Airport,0,No Cars Available,13-07-16,6:08:00 PM,NA,
3554,Airport,0,No Cars Available,13-07-16,6:14:00 PM,NA,
3556,Airport,0,No Cars Available,13-07-16,6:15:00 PM,NA,
3557,Airport,0,No Cars Available,13-07-16,6:10:00 PM,NA,
3560,Airport,0,No Cars Available,13-07-16,6:10:00 PM,NA,
3562,Airport,0,No Cars Available,13-07-16,6:09:00 PM,NA,
3563,Airport,0,No Cars Available,13-07-16,6:16:00 PM,NA,
3566,Airport,0,No Cars Available,13-07-16,6:13:00 PM,NA,
3567,Airport,0,No Cars Available,13-07-16,6:14:00 PM,NA,
3568,Airport,0,No Cars Available,13-07-16,6:22:00 PM,NA,
3569,Airport,0,No Cars Available,13-07-16,6:19:00 PM,NA,
3570,Airport,0,No Cars Available,13-07-16,6:24:00 PM,NA,
3571,Airport,0,No Cars Available,13-07-16,6:22:00 PM,NA,
3573,City,0,No Cars Available,13-07-16,6:29:00 PM,NA,
3574,Airport,0,No Cars Available,13-07-16,6:22:00 PM,NA,
3575,Airport,0,No Cars Available,13-07-16,6:27:00 PM,NA,
3576,Airport,0,No Cars Available,13-07-16,6:23:00 PM,NA,
3578,Airport,0,No Cars Available,13-07-16,6:26:00 PM,NA,
3579,Airport,0,No Cars Available,13-07-16,6:26:00 PM,NA,
3580,Airport,0,No Cars Available,13-07-16,6:27:00 PM,NA,
3581,Airport,0,No Cars Available,13-07-16,6:32:00 PM,NA,
3582,Airport,0,No Cars Available,13-07-16,6:27:00 PM,NA,
3586,Airport,0,No Cars Available,13-07-16,6:32:00 PM,NA,
3587,Airport,0,No Cars Available,13-07-16,6:30:00 PM,NA,
3588,Airport,0,No Cars Available,13-07-16,6:33:00 PM,NA,
3589,Airport,0,No Cars Available,13-07-16,6:27:00 PM,NA,
3591,Airport,0,No Cars Available,13-07-16,6:33:00 PM,NA,
3592,Airport,0,No Cars Available,13-07-16,6:29:00 PM,NA,
3595,Airport,0,No Cars Available,13-07-16,6:35:00 PM,NA,
3596,Airport,0,No Cars Available,13-07-16,6:39:00 PM,NA,
3597,Airport,0,No Cars Available,13-07-16,6:36:00 PM,NA,
3599,Airport,0,No Cars Available,13-07-16,6:38:00 PM,NA,
3600,Airport,0,No Cars Available,13-07-16,6:45:00 PM,NA,
3603,Airport,0,No Cars Available,13-07-16,6:44:00 PM,NA,
3604,Airport,0,No Cars Available,13-07-16,6:43:00 PM,NA,
3605,Airport,0,No Cars Available,13-07-16,6:44:00 PM,NA,
3606,Airport,0,No Cars Available,13-07-16,6:50:00 PM,NA,
3607,Airport,0,No Cars Available,13-07-16,6:45:00 PM,NA,
3608,Airport,0,No Cars Available,13-07-16,6:47:00 PM,NA,
3609,City,0,No Cars Available,13-07-16,6:49:00 PM,NA,
3610,Airport,0,No Cars Available,13-07-16,6:49:00 PM,NA,
3611,Airport,0,No Cars Available,13-07-16,6:48:00 PM,NA,
3612,Airport,0,No Cars Available,13-07-16,6:53:00 PM,NA,
3614,City,0,No Cars Available,13-07-16,6:51:00 PM,NA,
3616,Airport,0,No Cars Available,13-07-16,6:49:00 PM,NA,
3618,Airport,0,No Cars Available,13-07-16,6:52:00 PM,NA,
3619,Airport,0,No Cars Available,13-07-16,6:55:00 PM,NA,
3623,Airport,0,No Cars Available,13-07-16,6:54:00 PM,NA,
3626,Airport,0,No Cars Available,13-07-16,7:00:00 PM,NA,
3627,Airport,0,No Cars Available,13-07-16,6:57:00 PM,NA,
3628,Airport,0,No Cars Available,13-07-16,7:06:00 PM,NA,
3629,Airport,0,No Cars Available,13-07-16,6:58:00 PM,NA,
3633,City,0,No Cars Available,13-07-16,7:00:00 PM,NA,
3635,Airport,0,No Cars Available,13-07-16,6:58:00 PM,NA,
3636,Airport,0,No Cars Available,13-07-16,7:07:00 PM,NA,
3637,Airport,0,No Cars Available,13-07-16,7:05:00 PM,NA,
3639,Airport,0,No Cars Available,13-07-16,7:05:00 PM,NA,
3642,Airport,0,No Cars Available,13-07-16,7:07:00 PM,NA,
3643,Airport,0,No Cars Available,13-07-16,7:12:00 PM,NA,
3647,Airport,0,No Cars Available,13-07-16,7:09:00 PM,NA,
3650,Airport,0,No Cars Available,13-07-16,7:17:00 PM,NA,
3652,Airport,0,No Cars Available,13-07-16,7:16:00 PM,NA,
3654,Airport,0,No Cars Available,13-07-16,7:15:00 PM,NA,
3655,Airport,0,No Cars Available,13-07-16,7:11:00 PM,NA,
3659,Airport,0,No Cars Available,13-07-16,7:24:00 PM,NA,
3663,Airport,0,No Cars Available,13-07-16,7:22:00 PM,NA,
3664,Airport,0,No Cars Available,13-07-16,7:22:00 PM,NA,
3665,Airport,0,No Cars Available,13-07-16,7:21:00 PM,NA,
3669,Airport,0,No Cars Available,13-07-16,7:25:00 PM,NA,
3670,Airport,0,No Cars Available,13-07-16,7:25:00 PM,NA,
3673,Airport,0,No Cars Available,13-07-16,7:35:00 PM,NA,
3674,Airport,0,No Cars Available,13-07-16,7:31:00 PM,NA,
3675,Airport,0,No Cars Available,13-07-16,7:25:00 PM,NA,
3677,Airport,0,No Cars Available,13-07-16,7:24:00 PM,NA,
3678,Airport,0,No Cars Available,13-07-16,7:33:00 PM,NA,
3680,Airport,0,No Cars Available,13-07-16,7:40:00 PM,NA,
3682,Airport,0,No Cars Available,13-07-16,7:31:00 PM,NA,
3683,Airport,0,No Cars Available,13-07-16,7:36:00 PM,NA,
3684,Airport,0,No Cars Available,13-07-16,7:38:00 PM,NA,
3685,Airport,0,No Cars Available,13-07-16,7:37:00 PM,NA,
3687,Airport,0,No Cars Available,13-07-16,7:35:00 PM,NA,
3689,Airport,0,No Cars Available,13-07-16,7:41:00 PM,NA,
3691,Airport,0,No Cars Available,13-07-16,7:46:00 PM,NA,
3692,Airport,0,No Cars Available,13-07-16,7:40:00 PM,NA,
3693,Airport,0,No Cars Available,13-07-16,7:43:00 PM,NA,
3695,Airport,0,No Cars Available,13-07-16,7:43:00 PM,NA,
3696,Airport,0,No Cars Available,13-07-16,7:43:00 PM,NA,
3698,Airport,0,No Cars Available,13-07-16,7:51:00 PM,NA,
3699,Airport,0,No Cars Available,13-07-16,7:45:00 PM,NA,
3700,Airport,0,No Cars Available,13-07-16,7:50:00 PM,NA,
3702,Airport,0,No Cars Available,13-07-16,7:50:00 PM,NA,
3705,Airport,0,No Cars Available,13-07-16,7:47:00 PM,NA,
3706,Airport,0,No Cars Available,13-07-16,7:49:00 PM,NA,
3707,Airport,0,No Cars Available,13-07-16,7:48:00 PM,NA,
3708,Airport,0,No Cars Available,13-07-16,7:45:00 PM,NA,
3709,Airport,0,No Cars Available,13-07-16,7:44:00 PM,NA,
3710,Airport,0,No Cars Available,13-07-16,7:51:00 PM,NA,
3712,Airport,0,No Cars Available,13-07-16,7:51:00 PM,NA,
3713,Airport,0,No Cars Available,13-07-16,7:59:00 PM,NA,
3714,Airport,0,No Cars Available,13-07-16,7:53:00 PM,NA,
3715,Airport,0,No Cars Available,13-07-16,7:59:00 PM,NA,
3716,Airport,0,No Cars Available,13-07-16,8:01:00 PM,NA,
3717,Airport,0,No Cars Available,13-07-16,7:58:00 PM,NA,
3719,Airport,0,No Cars Available,13-07-16,7:58:00 PM,NA,
3720,Airport,0,No Cars Available,13-07-16,7:55:00 PM,NA,
3721,Airport,0,No Cars Available,13-07-16,8:04:00 PM,NA,
3724,Airport,0,No Cars Available,13-07-16,8:04:00 PM,NA,
3726,Airport,0,No Cars Available,13-07-16,8:04:00 PM,NA,
3729,Airport,0,No Cars Available,13-07-16,8:05:00 PM,NA,
3730,Airport,0,No Cars Available,13-07-16,8:11:00 PM,NA,
3731,Airport,0,No Cars Available,13-07-16,8:06:00 PM,NA,
3733,Airport,0,No Cars Available,13-07-16,8:10:00 PM,NA,
3734,Airport,0,No Cars Available,13-07-16,8:12:00 PM,NA,
3735,Airport,0,No Cars Available,13-07-16,8:11:00 PM,NA,
3736,Airport,0,No Cars Available,13-07-16,8:20:00 PM,NA,
3737,Airport,0,No Cars Available,13-07-16,8:19:00 PM,NA,
3746,Airport,0,No Cars Available,13-07-16,8:22:00 PM,NA,
3747,Airport,0,No Cars Available,13-07-16,8:25:00 PM,NA,
3749,Airport,0,No Cars Available,13-07-16,8:32:00 PM,NA,
3750,Airport,0,No Cars Available,13-07-16,8:30:00 PM,NA,
3751,Airport,0,No Cars Available,13-07-16,8:29:00 PM,NA,
3752,Airport,0,No Cars Available,13-07-16,8:31:00 PM,NA,
3754,Airport,0,No Cars Available,13-07-16,8:32:00 PM,NA,
3756,Airport,0,No Cars Available,13-07-16,8:35:00 PM,NA,
3757,Airport,0,No Cars Available,13-07-16,8:33:00 PM,NA,
3760,Airport,0,No Cars Available,13-07-16,8:40:00 PM,NA,
3764,Airport,0,No Cars Available,13-07-16,8:35:00 PM,NA,
3765,Airport,0,No Cars Available,13-07-16,8:35:00 PM,NA,
3769,Airport,0,No Cars Available,13-07-16,8:44:00 PM,NA,
3770,Airport,0,No Cars Available,13-07-16,8:39:00 PM,NA,
3772,Airport,0,No Cars Available,13-07-16,8:40:00 PM,NA,
3773,Airport,0,No Cars Available,13-07-16,8:43:00 PM,NA,
3775,Airport,0,No Cars Available,13-07-16,8:46:00 PM,NA,
3776,Airport,0,No Cars Available,13-07-16,8:45:00 PM,NA,
3778,Airport,0,No Cars Available,13-07-16,8:40:00 PM,NA,
3779,Airport,0,No Cars Available,13-07-16,8:42:00 PM,NA,
3781,Airport,0,No Cars Available,13-07-16,8:44:00 PM,NA,
3783,Airport,0,No Cars Available,13-07-16,8:48:00 PM,NA,
3784,Airport,0,No Cars Available,13-07-16,8:49:00 PM,NA,
3785,City,0,No Cars Available,13-07-16,8:45:00 PM,NA,
3787,Airport,0,No Cars Available,13-07-16,8:49:00 PM,NA,
3790,Airport,0,No Cars Available,13-07-16,8:52:00 PM,NA,
3791,Airport,0,No Cars Available,13-07-16,8:51:00 PM,NA,
3792,Airport,0,No Cars Available,13-07-16,8:53:00 PM,NA,
3793,Airport,0,No Cars Available,13-07-16,8:54:00 PM,NA,
3796,Airport,0,No Cars Available,13-07-16,8:51:00 PM,NA,
3797,Airport,0,No Cars Available,13-07-16,8:56:00 PM,NA,
3799,City,0,No Cars Available,13-07-16,8:58:00 PM,NA,
3800,Airport,0,No Cars Available,13-07-16,8:56:00 PM,NA,
3802,Airport,0,No Cars Available,13-07-16,9:00:00 PM,NA,
3803,Airport,0,No Cars Available,13-07-16,8:58:00 PM,NA,
3805,Airport,0,No Cars Available,13-07-16,9:03:00 PM,NA,
3811,Airport,0,No Cars Available,13-07-16,9:02:00 PM,NA,
3812,City,0,No Cars Available,13-07-16,9:09:00 PM,NA,
3814,Airport,0,No Cars Available,13-07-16,9:11:00 PM,NA,
3815,Airport,0,No Cars Available,13-07-16,9:07:00 PM,NA,
3816,Airport,0,No Cars Available,13-07-16,9:09:00 PM,NA,
3821,Airport,0,No Cars Available,13-07-16,9:10:00 PM,NA,
3823,Airport,0,No Cars Available,13-07-16,9:20:00 PM,NA,
3824,Airport,0,No Cars Available,13-07-16,9:22:00 PM,NA,
3825,Airport,0,No Cars Available,13-07-16,9:14:00 PM,NA,
3828,City,0,No Cars Available,13-07-16,9:20:00 PM,NA,
3829,Airport,0,No Cars Available,13-07-16,9:13:00 PM,NA,
3832,Airport,0,No Cars Available,13-07-16,9:23:00 PM,NA,
3833,Airport,0,No Cars Available,13-07-16,9:18:00 PM,NA,
3835,Airport,0,No Cars Available,13-07-16,9:27:00 PM,NA,
3836,Airport,0,No Cars Available,13-07-16,9:21:00 PM,NA,
3837,Airport,0,No Cars Available,13-07-16,9:27:00 PM,NA,
3838,Airport,0,No Cars Available,13-07-16,9:28:00 PM,NA,
3842,Airport,0,No Cars Available,13-07-16,9:33:00 PM,NA,
3844,Airport,0,No Cars Available,13-07-16,9:28:00 PM,NA,
3845,Airport,0,No Cars Available,13-07-16,9:30:00 PM,NA,
3846,Airport,0,No Cars Available,13-07-16,9:25:00 PM,NA,
3848,Airport,0,No Cars Available,13-07-16,9:34:00 PM,NA,
3851,Airport,0,No Cars Available,13-07-16,9:38:00 PM,NA,
3853,Airport,0,No Cars Available,13-07-16,9:34:00 PM,NA,
3854,Airport,0,No Cars Available,13-07-16,9:37:00 PM,NA,
3855,Airport,0,No Cars Available,13-07-16,9:36:00 PM,NA,
3858,Airport,0,No Cars Available,13-07-16,9:38:00 PM,NA,
3860,Airport,0,No Cars Available,13-07-16,9:36:00 PM,NA,
3861,Airport,0,No Cars Available,13-07-16,9:47:00 PM,NA,
3862,City,0,No Cars Available,13-07-16,9:37:00 PM,NA,
3864,Airport,0,No Cars Available,13-07-16,9:45:00 PM,NA,
3868,Airport,0,No Cars Available,13-07-16,9:48:00 PM,NA,
3869,Airport,0,No Cars Available,13-07-16,9:43:00 PM,NA,
3870,Airport,0,No Cars Available,13-07-16,9:48:00 PM,NA,
3871,Airport,0,No Cars Available,13-07-16,9:49:00 PM,NA,
3873,Airport,0,No Cars Available,13-07-16,9:47:00 PM,NA,
3874,Airport,0,No Cars Available,13-07-16,9:54:00 PM,NA,
3875,Airport,0,No Cars Available,13-07-16,9:59:00 PM,NA,
3876,Airport,0,No Cars Available,13-07-16,9:58:00 PM,NA,
3877,Airport,0,No Cars Available,13-07-16,9:53:00 PM,NA,
3878,Airport,0,No Cars Available,13-07-16,9:51:00 PM,NA,
3884,Airport,0,No Cars Available,13-07-16,9:51:00 PM,NA,
3885,Airport,0,No Cars Available,13-07-16,9:53:00 PM,NA,
3886,Airport,0,No Cars Available,13-07-16,9:53:00 PM,NA,
3888,Airport,0,No Cars Available,13-07-16,9:57:00 PM,NA,
3891,Airport,0,No Cars Available,13-07-16,9:57:00 PM,NA,
3892,Airport,0,No Cars Available,13-07-16,10:05:00 PM,NA,
3893,Airport,0,No Cars Available,13-07-16,9:56:00 PM,NA,
3894,Airport,0,No Cars Available,13-07-16,9:52:00 PM,NA,
3895,Airport,0,No Cars Available,13-07-16,10:01:00 PM,NA,
3898,Airport,0,No Cars Available,13-07-16,9:59:00 PM,NA,
3899,Airport,0,No Cars Available,13-07-16,10:05:00 PM,NA,
3900,Airport,0,No Cars Available,13-07-16,10:03:00 PM,NA,
3901,Airport,0,No Cars Available,13-07-16,10:09:00 PM,NA,
3902,Airport,0,No Cars Available,13-07-16,10:09:00 PM,NA,
3903,Airport,0,No Cars Available,13-07-16,10:11:00 PM,NA,
3904,Airport,0,No Cars Available,13-07-16,10:03:00 PM,NA,
3906,Airport,0,No Cars Available,13-07-16,10:12:00 PM,NA,
3907,Airport,0,No Cars Available,13-07-16,10:12:00 PM,NA,
3910,Airport,0,No Cars Available,13-07-16,10:05:00 PM,NA,
3911,Airport,0,No Cars Available,13-07-16,10:14:00 PM,NA,
3912,Airport,0,No Cars Available,13-07-16,10:12:00 PM,NA,
3918,City,0,No Cars Available,13-07-16,10:12:00 PM,NA,
3919,Airport,0,No Cars Available,13-07-16,10:23:00 PM,NA,
3921,City,0,No Cars Available,13-07-16,10:23:00 PM,NA,
3922,City,0,No Cars Available,13-07-16,10:18:00 PM,NA,
3923,City,0,No Cars Available,13-07-16,10:18:00 PM,NA,
3926,Airport,0,No Cars Available,13-07-16,10:23:00 PM,NA,
3928,City,0,No Cars Available,13-07-16,10:14:00 PM,NA,
3929,Airport,0,No Cars Available,13-07-16,10:28:00 PM,NA,
3930,City,0,No Cars Available,13-07-16,10:22:00 PM,NA,
3931,Airport,0,No Cars Available,13-07-16,10:21:00 PM,NA,
3933,Airport,0,No Cars Available,13-07-16,10:27:00 PM,NA,
3936,City,0,No Cars Available,13-07-16,10:30:00 PM,NA,
3937,City,0,No Cars Available,13-07-16,10:28:00 PM,NA,
3938,City,0,No Cars Available,13-07-16,10:37:00 PM,NA,
3941,City,0,No Cars Available,13-07-16,10:30:00 PM,NA,
3946,Airport,0,No Cars Available,13-07-16,10:36:00 PM,NA,
3949,City,0,No Cars Available,13-07-16,10:40:00 PM,NA,
3951,Airport,0,No Cars Available,13-07-16,10:46:00 PM,NA,
3958,Airport,0,No Cars Available,13-07-16,10:46:00 PM,NA,
3961,City,0,No Cars Available,13-07-16,10:50:00 PM,NA,
3962,City,0,No Cars Available,13-07-16,10:47:00 PM,NA,
3963,Airport,0,No Cars Available,13-07-16,10:55:00 PM,NA,
3967,City,0,No Cars Available,13-07-16,10:57:00 PM,NA,
3968,Airport,0,No Cars Available,13-07-16,10:59:00 PM,NA,
3971,City,0,No Cars Available,13-07-16,10:59:00 PM,NA,
3972,City,0,No Cars Available,13-07-16,11:00:00 PM,NA,
3975,City,0,No Cars Available,13-07-16,11:04:00 PM,NA,
3976,City,0,No Cars Available,13-07-16,11:07:00 PM,NA,
3980,City,0,No Cars Available,13-07-16,11:16:00 PM,NA,
3984,Airport,0,No Cars Available,13-07-16,11:17:00 PM,NA,
3986,Airport,0,No Cars Available,13-07-16,11:17:00 PM,NA,
3988,City,0,No Cars Available,13-07-16,11:23:00 PM,NA,
3995,City,0,No Cars Available,13-07-16,11:36:00 PM,NA,
3998,Airport,0,No Cars Available,13-07-16,11:39:00 PM,NA,
4000,City,0,No Cars Available,13-07-16,11:47:00 PM,NA,
4001,City,0,No Cars Available,13-07-16,11:39:00 PM,NA,
4006,City,0,No Cars Available,13-07-16,11:45:00 PM,NA,
4010,Airport,0,No Cars Available,13-07-16,11:50:00 PM,NA,
4013,City,0,No Cars Available,13-07-16,11:53:00 PM,NA,
4014,City,0,No Cars Available,13-07-16,11:56:00 PM,NA,
4015,City,0,No Cars Available,13-07-16,11:52:00 PM,NA,
4016,City,0,No Cars Available,13-07-16,11:59:00 PM,NA,
4017,City,0,No Cars Available,13-07-16,11:50:00 PM,NA,
4020,Airport,0,No Cars Available,13-07-16,12:02:00 AM,NA,
4022,City,0,No Cars Available,13-07-16,12:07:00 AM,NA,
4025,City,0,No Cars Available,13-07-16,12:12:00 AM,NA,
4026,City,0,No Cars Available,13-07-16,12:08:00 AM,NA,
4028,City,0,No Cars Available,14-07-16,12:09:00 AM,NA,
4029,City,0,No Cars Available,14-07-16,12:14:00 AM,NA,
4032,City,0,No Cars Available,14-07-16,12:15:00 AM,NA,
4033,Airport,0,No Cars Available,14-07-16,12:25:00 AM,NA,
4034,City,0,No Cars Available,14-07-16,12:29:00 AM,NA,
4035,Airport,0,No Cars Available,14-07-16,12:31:00 AM,NA,
4036,Airport,0,No Cars Available,14-07-16,12:31:00 AM,NA,
4038,Airport,0,No Cars Available,14-07-16,12:34:00 AM,NA,
4042,Airport,0,No Cars Available,14-07-16,12:39:00 AM,NA,
4044,Airport,0,No Cars Available,14-07-16,12:51:00 AM,NA,
4046,City,0,No Cars Available,14-07-16,12:57:00 AM,NA,
4047,City,0,No Cars Available,14-07-16,1:00:00 AM,NA,
4048,Airport,0,No Cars Available,14-07-16,1:03:00 AM,NA,
4050,City,0,No Cars Available,14-07-16,1:10:00 AM,NA,
4052,City,0,No Cars Available,14-07-16,1:16:00 AM,NA,
4053,Airport,0,No Cars Available,14-07-16,1:15:00 AM,NA,
4054,City,0,No Cars Available,14-07-16,1:23:00 AM,NA,
4055,City,0,No Cars Available,14-07-16,1:22:00 AM,NA,
4056,City,0,No Cars Available,14-07-16,1:25:00 AM,NA,
4057,City,0,No Cars Available,14-07-16,1:29:00 AM,NA,
4058,Airport,0,No Cars Available,14-07-16,1:27:00 AM,NA,
4059,City,0,No Cars Available,14-07-16,1:35:00 AM,NA,
4061,City,0,No Cars Available,14-07-16,1:33:00 AM,NA,
4062,Airport,0,No Cars Available,14-07-16,1:42:00 AM,NA,
4063,City,0,No Cars Available,14-07-16,1:36:00 AM,NA,
4064,City,0,No Cars Available,14-07-16,1:48:00 AM,NA,
4067,City,0,No Cars Available,14-07-16,2:00:00 AM,NA,
4068,Airport,0,No Cars Available,14-07-16,1:59:00 AM,NA,
4069,City,0,No Cars Available,14-07-16,2:02:00 AM,NA,
4070,City,0,No Cars Available,14-07-16,2:03:00 AM,NA,
4071,City,0,No Cars Available,14-07-16,2:03:00 AM,NA,
4072,City,0,No Cars Available,14-07-16,2:04:00 AM,NA,
4074,City,0,No Cars Available,14-07-16,2:18:00 AM,NA,
4076,Airport,0,No Cars Available,14-07-16,2:16:00 AM,NA,
4080,Airport,0,No Cars Available,14-07-16,2:29:00 AM,NA,
4083,City,0,No Cars Available,14-07-16,2:35:00 AM,NA,
4086,City,0,No Cars Available,14-07-16,2:46:00 AM,NA,
4088,City,0,No Cars Available,14-07-16,2:53:00 AM,NA,
4089,City,0,No Cars Available,14-07-16,2:52:00 AM,NA,
4090,Airport,0,No Cars Available,14-07-16,2:55:00 AM,NA,
4095,Airport,0,No Cars Available,14-07-16,3:10:00 AM,NA,
4096,City,0,No Cars Available,14-07-16,3:13:00 AM,NA,
4099,City,0,No Cars Available,14-07-16,3:22:00 AM,NA,
4100,Airport,0,No Cars Available,14-07-16,3:30:00 AM,NA,
4101,City,0,No Cars Available,14-07-16,3:31:00 AM,NA,
4102,Airport,0,No Cars Available,14-07-16,3:38:00 AM,NA,
4103,Airport,0,No Cars Available,14-07-16,3:39:00 AM,NA,
4104,Airport,0,No Cars Available,14-07-16,3:38:00 AM,NA,
4106,City,0,No Cars Available,14-07-16,3:45:00 AM,NA,
4107,City,0,No Cars Available,14-07-16,3:51:00 AM,NA,
4109,City,0,No Cars Available,14-07-16,4:02:00 AM,NA,
4110,Airport,0,No Cars Available,14-07-16,3:58:00 AM,NA,
4111,City,0,No Cars Available,14-07-16,4:06:00 AM,NA,
4112,Airport,0,No Cars Available,14-07-16,4:03:00 AM,NA,
4113,City,0,No Cars Available,14-07-16,4:00:00 AM,NA,
4115,City,0,No Cars Available,14-07-16,4:11:00 AM,NA,
4116,Airport,0,No Cars Available,14-07-16,4:13:00 AM,NA,
4120,City,0,No Cars Available,14-07-16,4:27:00 AM,NA,
4123,City,0,No Cars Available,14-07-16,4:38:00 AM,NA,
4124,City,0,No Cars Available,14-07-16,4:41:00 AM,NA,
4127,City,0,No Cars Available,14-07-16,4:46:00 AM,NA,
4131,City,0,No Cars Available,14-07-16,4:41:00 AM,NA,
4132,City,0,No Cars Available,14-07-16,4:46:00 AM,NA,
4135,Airport,0,No Cars Available,14-07-16,4:49:00 AM,NA,
4138,City,0,No Cars Available,14-07-16,4:49:00 AM,NA,
4139,City,0,No Cars Available,14-07-16,4:48:00 AM,NA,
4142,City,0,No Cars Available,14-07-16,4:50:00 AM,NA,
4149,City,0,No Cars Available,14-07-16,4:59:00 AM,NA,
4152,City,0,No Cars Available,14-07-16,4:55:00 AM,NA,
4159,Airport,0,No Cars Available,14-07-16,5:05:00 AM,NA,
4172,City,0,No Cars Available,14-07-16,5:17:00 AM,NA,
4181,City,0,No Cars Available,14-07-16,5:25:00 AM,NA,
